sample_id,time,Valuetype,Source,Value
2446,"2017-09-26 16:02:42.198168",mean_H2O,str#226,19505.2359502582
2446,"2017-09-26 16:02:42.198168",cows_readytime,str#226,1200.0
2446,"2017-09-26 16:02:42.198168",mean_d18O,str#226,-29.5975669941971
2446,"2017-09-26 16:02:42.198168",mean_d2H,str#226,-120.151016103507
2447,"2017-09-26 16:21:51.866714",sourceid,gw#125,7.0
2447,"2017-09-26 16:21:51.866714",cows_switchtime,gw#125,1020.0
2447,"2017-09-26 16:21:51.866714",std_d18O,gw#125,0.178699326714573
2447,"2017-09-26 16:21:51.866714",std_d2H,gw#125,0.392564877440953
2447,"2017-09-26 16:21:51.866714",std_H2O,gw#125,33.1930242579963
2447,"2017-09-26 16:21:51.866714",mean_H2O,gw#125,19539.8688509479
2447,"2017-09-26 16:21:51.866714",cows_readytime,gw#125,1200.0
2447,"2017-09-26 16:21:51.866714",mean_d18O,gw#125,-29.0371237441109
2447,"2017-09-26 16:21:51.866714",mean_d2H,gw#125,-117.124471962852
2449,"2017-09-26 16:41:19.329698",cows_switchtime,CoWSstd2,1020.0
2449,"2017-09-26 16:41:19.329698",std_d18O,CoWSstd2,0.193253831091838
2449,"2017-09-26 16:41:19.329698",std_d2H,CoWSstd2,0.409627101733931
2449,"2017-09-26 16:41:19.329698",std_H2O,CoWSstd2,39.8700940987886
2449,"2017-09-26 16:41:19.329698",mean_H2O,CoWSstd2,19538.4717449342
2449,"2017-09-26 16:41:19.329698",cows_readytime,CoWSstd2,1200.0
2449,"2017-09-26 16:41:19.329698",mean_d18O,CoWSstd2,-40.3545160350968
2449,"2017-09-26 16:41:19.329698",mean_d2H,CoWSstd2,-201.764579170645
2450,"2017-09-26 17:04:54.771513",flushspeed,str#176,1.98732679412292
2450,"2017-09-26 17:04:54.771513",samplevol,str#176,68.5587997436523
2450,"2017-09-26 17:04:54.771513",sourceid,str#176,2.0
2450,"2017-09-26 17:04:54.771513",cows_switchtime,str#176,1020.0
2450,"2017-09-26 17:04:54.771513",std_d18O,str#176,0.18963370553623
2450,"2017-09-26 17:04:54.771513",std_d2H,str#176,0.360254331351678
2450,"2017-09-26 17:04:54.771513",std_H2O,str#176,39.5378351781149
2450,"2017-09-26 17:04:54.771513",mean_H2O,str#176,19501.8621535208
2450,"2017-09-26 17:04:54.771513",cows_readytime,str#176,1200.0
2450,"2017-09-26 17:04:54.771513",mean_d18O,str#176,-29.5630539749887
2450,"2017-09-26 17:04:54.771513",mean_d2H,str#176,-120.879341291689
2451,"2017-09-26 17:27:37.270453",flushspeed,str#226,1.81750307779479
2451,"2017-09-26 17:27:37.270453",samplevol,str#226,69.4467926025391
2451,"2017-09-26 17:27:37.270453",sourceid,str#226,3.0
2451,"2017-09-26 17:27:37.270453",cows_switchtime,str#226,1020.0
2451,"2017-09-26 17:27:37.270453",std_d18O,str#226,0.171580319486258
2451,"2017-09-26 17:27:37.270453",std_d2H,str#226,0.398748203793712
2451,"2017-09-26 17:27:37.270453",std_H2O,str#226,61.2698743738602
2451,"2017-09-26 17:27:37.270453",mean_H2O,str#226,19721.2283090689
2451,"2017-09-26 17:27:37.270453",cows_readytime,str#226,1200.0
2451,"2017-09-26 17:27:37.270453",mean_d18O,str#226,-29.6657022803007
2451,"2017-09-26 17:27:37.270453",mean_d2H,str#226,-120.392941895549
2453,"2017-09-26 17:52:00.509200",flushspeed,gw#195,1.50605529388534
2453,"2017-09-26 17:52:00.509200",samplevol,gw#195,65.8206405639648
2453,"2017-09-26 17:52:00.509200",sourceid,gw#195,4.0
2453,"2017-09-26 17:52:00.509200",cows_switchtime,gw#195,1020.0
2453,"2017-09-26 17:52:00.509200",std_d18O,gw#195,0.185225658185412
2453,"2017-09-26 17:52:00.509200",std_d2H,gw#195,0.351336460888492
2453,"2017-09-26 17:52:00.509200",std_H2O,gw#195,62.7708916513482
2453,"2017-09-26 17:52:00.509200",mean_H2O,gw#195,19277.3589826347
2453,"2017-09-26 17:52:00.509200",cows_readytime,gw#195,1200.0
2453,"2017-09-26 17:52:00.509200",mean_d18O,gw#195,-29.2982731710013
2453,"2017-09-26 17:52:00.509200",mean_d2H,gw#195,-118.660272120592
2454,"2017-09-26 18:09:04.727433",cows_switchtime,CoWSstd1,1020.0
2454,"2017-09-26 18:09:04.727433",std_d18O,CoWSstd1,0.192757699031725
2454,"2017-09-26 18:09:04.727433",std_d2H,CoWSstd1,0.43660606417102
2454,"2017-09-26 18:09:04.727433",std_H2O,CoWSstd1,53.3352564573556
2454,"2017-09-26 18:09:04.727433",mean_H2O,CoWSstd1,19496.9083361243
2454,"2017-09-26 18:09:04.727433",cows_readytime,CoWSstd1,1200.0
2454,"2017-09-26 18:09:04.727433",mean_d18O,CoWSstd1,-19.3542400879791
2454,"2017-09-26 18:09:04.727433",mean_d2H,CoWSstd1,-72.6051280782621
2455,"2017-09-26 18:31:08.033708",flushspeed,str#176,2.15784972170974
2455,"2017-09-26 18:31:08.033708",samplevol,str#176,68.7231979370117
2455,"2017-09-26 18:31:08.033708",sourceid,str#176,2.0
2455,"2017-09-26 18:31:08.033708",cows_switchtime,str#176,1020.0
2455,"2017-09-26 18:31:08.033708",std_d18O,str#176,0.190274355968727
2455,"2017-09-26 18:31:08.033708",std_d2H,str#176,0.364037456660474
2455,"2017-09-26 18:31:08.033708",std_H2O,str#176,115.83258933519
2455,"2017-09-26 18:31:08.033708",mean_H2O,str#176,19695.0565060735
2455,"2017-09-26 18:31:08.033708",cows_readytime,str#176,1200.0
2455,"2017-09-26 18:31:08.033708",mean_d18O,str#176,-29.4036465965695
2455,"2017-09-26 18:31:08.033708",mean_d2H,str#176,-119.398727842538
2456,"2017-09-26 18:52:13.099261",flushspeed,gw#233,1.98644494772295
2456,"2017-09-26 18:52:13.099261",samplevol,gw#233,68.8283309936523
2456,"2017-09-26 18:52:13.099261",sourceid,gw#233,8.0
2456,"2017-09-26 18:52:13.099261",cows_switchtime,gw#233,1020.0
2456,"2017-09-26 18:52:13.099261",std_d18O,gw#233,0.221465682422809
2456,"2017-09-26 18:52:13.099261",std_d2H,gw#233,0.380094241064531
2456,"2017-09-26 18:52:13.099261",std_H2O,gw#233,25.2019883651748
2456,"2017-09-26 18:52:13.099261",mean_H2O,gw#233,19534.9007998165
2456,"2017-09-26 18:52:13.099261",cows_readytime,gw#233,1200.0
2456,"2017-09-26 18:52:13.099261",mean_d18O,gw#233,-29.3622673948009
2456,"2017-09-26 18:52:13.099261",mean_d2H,gw#233,-119.12565588536
2458,"2017-09-26 19:17:26.946241",flushspeed,str#226,1.54910104581256
2458,"2017-09-26 19:17:26.946241",samplevol,str#226,63.4542770385742
2458,"2017-09-26 19:17:26.946241",sourceid,str#226,3.0
2459,"2017-09-26 19:36:52.046938",flushspeed,gw#125,1.90975162145466
2459,"2017-09-26 19:36:52.046938",samplevol,gw#125,69.4500274658203
2458,"2017-09-26 19:17:26.946241",cows_switchtime,str#226,1020.0
2458,"2017-09-26 19:17:26.946241",std_d18O,str#226,0.200225339234312
2458,"2017-09-26 19:17:26.946241",std_d2H,str#226,0.409862920008437
2458,"2017-09-26 19:17:26.946241",std_H2O,str#226,18.1518616494585
2458,"2017-09-26 19:17:26.946241",mean_H2O,str#226,19761.5875262679
2458,"2017-09-26 19:17:26.946241",cows_readytime,str#226,1200.0
2458,"2017-09-26 19:17:26.946241",mean_d18O,str#226,-29.4494405121158
2458,"2017-09-26 19:17:26.946241",mean_d2H,str#226,-120.091204130982
2459,"2017-09-26 19:36:52.046938",sourceid,gw#125,7.0
2459,"2017-09-26 19:36:52.046938",cows_switchtime,gw#125,1020.0
2459,"2017-09-26 19:36:52.046938",std_d18O,gw#125,0.17631039244455
2459,"2017-09-26 19:36:52.046938",std_d2H,gw#125,0.378924130392864
2459,"2017-09-26 19:36:52.046938",std_H2O,gw#125,84.9358845631699
2459,"2017-09-26 19:36:52.046938",mean_H2O,gw#125,19740.9234974786
2459,"2017-09-26 19:36:52.046938",cows_readytime,gw#125,1200.0
2459,"2017-09-26 19:36:52.046938",mean_d18O,gw#125,-28.9729213130215
2459,"2017-09-26 19:36:52.046938",mean_d2H,gw#125,-117.01045013158
2460,"2017-09-26 19:53:54.129613",cows_switchtime,CoWSstd2,1020.0
2460,"2017-09-26 19:53:54.129613",std_d18O,CoWSstd2,0.19626330249329
2460,"2017-09-26 19:53:54.129613",std_d2H,CoWSstd2,0.366588069329455
2460,"2017-09-26 19:53:54.129613",std_H2O,CoWSstd2,21.9723869704151
2460,"2017-09-26 19:53:54.129613",mean_H2O,CoWSstd2,19773.7651309149
2460,"2017-09-26 19:53:54.129613",cows_readytime,CoWSstd2,1200.0
2460,"2017-09-26 19:53:54.129613",mean_d18O,CoWSstd2,-40.1532059075323
2460,"2017-09-26 19:53:54.129613",mean_d2H,CoWSstd2,-200.982914612641
2461,"2017-09-26 20:15:50.199102",flushspeed,str#176,2.02542867896612
2461,"2017-09-26 20:15:50.199102",samplevol,str#176,70.2803497314453
2461,"2017-09-26 20:15:50.199102",sourceid,str#176,2.0
2461,"2017-09-26 20:15:50.199102",cows_switchtime,str#176,1020.0
2461,"2017-09-26 20:15:50.199102",std_d18O,str#176,0.184500720576512
2461,"2017-09-26 20:15:50.199102",std_d2H,str#176,0.387783113504548
2461,"2017-09-26 20:15:50.199102",std_H2O,str#176,32.6610854637972
2461,"2017-09-26 20:15:50.199102",mean_H2O,str#176,19647.9273778702
2461,"2017-09-26 20:15:50.199102",cows_readytime,str#176,1200.0
2461,"2017-09-26 20:15:50.199102",mean_d18O,str#176,-29.4127869058174
2461,"2017-09-26 20:15:50.199102",mean_d2H,str#176,-120.869541683335
2463,"2017-09-26 20:41:10.325951",flushspeed,str#226,1.72620260846729
2463,"2017-09-26 20:41:10.325951",samplevol,str#226,73.6915893554687
2463,"2017-09-26 20:41:10.325951",sourceid,str#226,3.0
2464,"2017-09-26 21:00:46.525959",flushspeed,gw#195,1.77378936254617
2464,"2017-09-26 21:00:46.525959",samplevol,gw#195,74.5027008056641
2463,"2017-09-26 20:41:10.325951",cows_switchtime,str#226,1020.0
2463,"2017-09-26 20:41:10.325951",std_d18O,str#226,0.200532761288872
2463,"2017-09-26 20:41:10.325951",std_d2H,str#226,0.412642797795237
2463,"2017-09-26 20:41:10.325951",std_H2O,str#226,70.8033778470946
2463,"2017-09-26 20:41:10.325951",mean_H2O,str#226,19670.9989516821
2463,"2017-09-26 20:41:10.325951",cows_readytime,str#226,1200.0
2463,"2017-09-26 20:41:10.325951",mean_d18O,str#226,-29.4965564455108
2463,"2017-09-26 20:41:10.325951",mean_d2H,str#226,-120.333003902048
2464,"2017-09-26 21:00:46.525959",sourceid,gw#195,4.0
2464,"2017-09-26 21:00:46.525959",cows_switchtime,gw#195,1020.0
2464,"2017-09-26 21:00:46.525959",std_d18O,gw#195,0.177698008664237
2464,"2017-09-26 21:00:46.525959",std_d2H,gw#195,0.406589256878111
2464,"2017-09-26 21:00:46.525959",std_H2O,gw#195,19.3499225379987
2464,"2017-09-26 21:00:46.525959",mean_H2O,gw#195,19481.0861196198
2464,"2017-09-26 21:00:46.525959",cows_readytime,gw#195,1200.0
2464,"2017-09-26 21:00:46.525959",mean_d18O,gw#195,-29.1576443004162
2464,"2017-09-26 21:00:46.525959",mean_d2H,gw#195,-118.762110341649
2465,"2017-09-26 21:17:48.965085",cows_switchtime,CoWSstd1,1020.0
2465,"2017-09-26 21:17:48.965085",std_d18O,CoWSstd1,0.198135504028732
2465,"2017-09-26 21:17:48.965085",std_d2H,CoWSstd1,0.43392807377164
2465,"2017-09-26 21:17:48.965085",std_H2O,CoWSstd1,97.6294957962743
2465,"2017-09-26 21:17:48.965085",mean_H2O,CoWSstd1,19699.039052341
2465,"2017-09-26 21:17:48.965085",cows_readytime,CoWSstd1,1200.0
2465,"2017-09-26 21:17:48.965085",mean_d18O,CoWSstd1,-19.3565777469022
2465,"2017-09-26 21:17:48.965085",mean_d2H,CoWSstd1,-72.6866301109517
2466,"2017-09-26 21:38:53.299768",flushspeed,str#176,2.11215783115624
2466,"2017-09-26 21:38:53.299768",samplevol,str#176,68.6915969848633
2466,"2017-09-26 21:38:53.299768",sourceid,str#176,2.0
2466,"2017-09-26 21:38:53.299768",cows_switchtime,str#176,1020.0
2466,"2017-09-26 21:38:53.299768",std_d18O,str#176,0.240511004449634
2466,"2017-09-26 21:38:53.299768",std_d2H,str#176,0.462834425565996
2466,"2017-09-26 21:38:53.299768",std_H2O,str#176,86.1390918533989
2466,"2017-09-26 21:38:53.299768",mean_H2O,str#176,19698.7579959917
2466,"2017-09-26 21:38:53.299768",cows_readytime,str#176,1200.0
2466,"2017-09-26 21:38:53.299768",mean_d18O,str#176,-29.4097674475309
2466,"2017-09-26 21:38:53.299768",mean_d2H,str#176,-119.479620720937
2468,"2017-09-26 22:03:01.051859",flushspeed,gw#233,1.90084390005521
2468,"2017-09-26 22:03:01.051859",samplevol,gw#233,69.3998107910156
2468,"2017-09-26 22:03:01.051859",sourceid,gw#233,8.0
2468,"2017-09-26 22:03:01.051859",cows_switchtime,gw#233,1020.0
2468,"2017-09-26 22:03:01.051859",std_d18O,gw#233,0.199727486922447
2468,"2017-09-26 22:03:01.051859",std_d2H,gw#233,0.433084044508926
2468,"2017-09-26 22:03:01.051859",std_H2O,gw#233,65.1302079608227
2468,"2017-09-26 22:03:01.051859",mean_H2O,gw#233,19687.9600435586
2468,"2017-09-26 22:03:01.051859",cows_readytime,gw#233,1200.0
2468,"2017-09-26 22:03:01.051859",mean_d18O,gw#233,-29.2798947363921
2468,"2017-09-26 22:03:01.051859",mean_d2H,gw#233,-119.120982933848
2469,"2017-09-26 22:24:38.120402",flushspeed,str#226,1.6166861455168
2469,"2017-09-26 22:24:38.120402",samplevol,str#226,61.5149078369141
2469,"2017-09-26 22:24:38.120402",sourceid,str#226,3.0
2470,"2017-09-26 22:43:44.505825",flushspeed,gw#125,2.04541842142741
2470,"2017-09-26 22:43:44.505825",samplevol,gw#125,68.7260589599609
2469,"2017-09-26 22:24:38.120402",cows_switchtime,str#226,1020.0
2469,"2017-09-26 22:24:38.120402",std_d18O,str#226,0.179158640504921
2469,"2017-09-26 22:24:38.120402",std_d2H,str#226,0.391573604084878
2469,"2017-09-26 22:24:38.120402",std_H2O,str#226,47.5151390704003
2469,"2017-09-26 22:24:38.120402",mean_H2O,str#226,19841.4909167594
2469,"2017-09-26 22:24:38.120402",cows_readytime,str#226,1200.0
2469,"2017-09-26 22:24:38.120402",mean_d18O,str#226,-29.5041787383377
2469,"2017-09-26 22:24:38.120402",mean_d2H,str#226,-120.010584082342
2470,"2017-09-26 22:43:44.505825",sourceid,gw#125,7.0
2470,"2017-09-26 22:43:44.505825",cows_switchtime,gw#125,1020.0
2470,"2017-09-26 22:43:44.505825",std_d18O,gw#125,0.210580329698664
2470,"2017-09-26 22:43:44.505825",std_d2H,gw#125,0.402309434512769
2470,"2017-09-26 22:43:44.505825",std_H2O,gw#125,72.1262188170907
2470,"2017-09-26 22:43:44.505825",mean_H2O,gw#125,19707.7160528588
2470,"2017-09-26 22:43:44.505825",cows_readytime,gw#125,1200.0
2470,"2017-09-26 22:43:44.505825",mean_d18O,gw#125,-28.9866374868455
2470,"2017-09-26 22:43:44.505825",mean_d2H,gw#125,-117.249262937111
2471,"2017-09-26 23:00:46.103316",cows_switchtime,CoWSstd2,1020.0
2471,"2017-09-26 23:00:46.103316",std_d18O,CoWSstd2,0.184992737476902
2471,"2017-09-26 23:00:46.103316",std_d2H,CoWSstd2,0.402367107322822
2471,"2017-09-26 23:00:46.103316",std_H2O,CoWSstd2,90.9680595402997
2471,"2017-09-26 23:00:46.103316",mean_H2O,CoWSstd2,19667.1635419125
2471,"2017-09-26 23:00:46.103316",cows_readytime,CoWSstd2,1200.0
2471,"2017-09-26 23:00:46.103316",mean_d18O,CoWSstd2,-40.1959403686184
2471,"2017-09-26 23:00:46.103316",mean_d2H,CoWSstd2,-201.133047374226
2473,"2017-09-26 23:23:51.496170",flushspeed,str#176,1.94212226359574
2473,"2017-09-26 23:23:51.496170",samplevol,str#176,71.5924530029297
2473,"2017-09-26 23:23:51.496170",sourceid,str#176,2.0
2473,"2017-09-26 23:23:51.496170",cows_switchtime,str#176,1020.0
2473,"2017-09-26 23:23:51.496170",std_d18O,str#176,0.175816389783372
2473,"2017-09-26 23:23:51.496170",std_d2H,str#176,0.382078877207947
2473,"2017-09-26 23:23:51.496170",std_H2O,str#176,34.5845492087044
2473,"2017-09-26 23:23:51.496170",mean_H2O,str#176,19636.763854756
2473,"2017-09-26 23:23:51.496170",cows_readytime,str#176,1200.0
2473,"2017-09-26 23:23:51.496170",mean_d18O,str#176,-29.4845719471508
2473,"2017-09-26 23:23:51.496170",mean_d2H,str#176,-120.989775708396
2474,"2017-09-26 23:46:38.849029",flushspeed,str#226,1.47202483924361
2474,"2017-09-26 23:46:38.849029",samplevol,str#226,60.9123878479004
2474,"2017-09-26 23:46:38.849029",sourceid,str#226,3.0
2475,"2017-09-27 00:06:13.774535",flushspeed,gw#195,1.3846524627042
2475,"2017-09-27 00:06:13.774535",samplevol,gw#195,62.3785934448242
2474,"2017-09-26 23:46:38.849029",cows_switchtime,str#226,1020.0
2474,"2017-09-26 23:46:38.849029",std_d18O,str#226,0.19160897914998
2474,"2017-09-26 23:46:38.849029",std_d2H,str#226,0.383545864486504
2474,"2017-09-26 23:46:38.849029",std_H2O,str#226,33.6115382109592
2474,"2017-09-26 23:46:38.849029",mean_H2O,str#226,19701.3068875547
2474,"2017-09-26 23:46:38.849029",cows_readytime,str#226,1200.0
2474,"2017-09-26 23:46:38.849029",mean_d18O,str#226,-29.5412633962274
2474,"2017-09-26 23:46:38.849029",mean_d2H,str#226,-120.551131774088
2475,"2017-09-27 00:06:13.774535",sourceid,gw#195,4.0
2475,"2017-09-27 00:06:13.774535",cows_switchtime,gw#195,1020.0
2475,"2017-09-27 00:06:13.774535",std_d18O,gw#195,0.199693747675114
2475,"2017-09-27 00:06:13.774535",std_d2H,gw#195,0.417352460513256
2475,"2017-09-27 00:06:13.774535",std_H2O,gw#195,78.6500711606593
2475,"2017-09-27 00:06:13.774535",mean_H2O,gw#195,19733.3005249348
2475,"2017-09-27 00:06:13.774535",cows_readytime,gw#195,1200.0
2475,"2017-09-27 00:06:13.774535",mean_d18O,gw#195,-29.1777149249569
2475,"2017-09-27 00:06:13.774535",mean_d2H,gw#195,-118.506757008332
2477,"2017-09-27 00:25:41.973653",cows_switchtime,CoWSstd1,1020.0
2477,"2017-09-27 00:25:41.973653",std_d18O,CoWSstd1,0.186190765300308
2477,"2017-09-27 00:25:41.973653",std_d2H,CoWSstd1,0.445964831470324
2477,"2017-09-27 00:25:41.973653",std_H2O,CoWSstd1,57.5238723677951
2477,"2017-09-27 00:25:41.973653",mean_H2O,CoWSstd1,19712.2474493092
2477,"2017-09-27 00:25:41.973653",cows_readytime,CoWSstd1,1200.0
2477,"2017-09-27 00:25:41.973653",mean_d18O,CoWSstd1,-19.3308237510194
2477,"2017-09-27 00:25:41.973653",mean_d2H,CoWSstd1,-72.7280584721547
2478,"2017-09-27 00:49:33.383354",flushspeed,str#176,1.68012597428087
2478,"2017-09-27 00:49:33.383354",samplevol,str#176,67.2369613647461
2478,"2017-09-27 00:49:33.383354",sourceid,str#176,2.0
2478,"2017-09-27 00:49:33.383354",cows_switchtime,str#176,1020.0
2478,"2017-09-27 00:49:33.383354",std_d18O,str#176,0.197108409907524
2478,"2017-09-27 00:49:33.383354",std_d2H,str#176,0.347832970054608
2478,"2017-09-27 00:49:33.383354",std_H2O,str#176,32.5008239785042
2478,"2017-09-27 00:49:33.383354",mean_H2O,str#176,19798.5453480958
2478,"2017-09-27 00:49:33.383354",cows_readytime,str#176,1200.0
2478,"2017-09-27 00:49:33.383354",mean_d18O,str#176,-29.3854379614681
2478,"2017-09-27 00:49:33.383354",mean_d2H,str#176,-119.526666459101
2479,"2017-09-27 01:11:01.215943",flushspeed,gw#233,1.67319547152507
2479,"2017-09-27 01:11:01.215943",samplevol,gw#233,64.8865203857422
2479,"2017-09-27 01:11:01.215943",sourceid,gw#233,8.0
2479,"2017-09-27 01:11:01.215943",cows_switchtime,gw#233,1020.0
2479,"2017-09-27 01:11:01.215943",std_d18O,gw#233,0.166285398063978
2479,"2017-09-27 01:11:01.215943",std_d2H,gw#233,0.387659197790516
2479,"2017-09-27 01:11:01.215943",std_H2O,gw#233,28.0597253670206
2479,"2017-09-27 01:11:01.215943",mean_H2O,gw#233,19565.6121687529
2479,"2017-09-27 01:11:01.215943",cows_readytime,gw#233,1200.0
2479,"2017-09-27 01:11:01.215943",mean_d18O,gw#233,-29.3250074096658
2479,"2017-09-27 01:11:01.215943",mean_d2H,gw#233,-119.177301231551
2480,"2017-09-27 01:32:14.620929",flushspeed,str#226,1.61569404776876
2480,"2017-09-27 01:32:14.620929",samplevol,str#226,70.5088882446289
2480,"2017-09-27 01:32:14.620929",sourceid,str#226,3.0
2480,"2017-09-27 01:32:14.620929",cows_switchtime,str#226,1020.0
2480,"2017-09-27 01:32:14.620929",std_d18O,str#226,0.213691508262559
2480,"2017-09-27 01:32:14.620929",std_d2H,str#226,0.366326435212933
2480,"2017-09-27 01:32:14.620929",std_H2O,str#226,32.8658363977643
2480,"2017-09-27 01:32:14.620929",mean_H2O,str#226,19758.1181761204
2480,"2017-09-27 01:32:14.620929",cows_readytime,str#226,1200.0
2480,"2017-09-27 01:32:14.620929",mean_d18O,str#226,-29.4597042739409
2480,"2017-09-27 01:32:14.620929",mean_d2H,str#226,-120.139977028898
2483,"2017-09-27 01:58:30.290819",cows_switchtime,CoWSstd2,1020.0
2483,"2017-09-27 01:58:30.290819",std_d18O,CoWSstd2,0.181272469518533
2483,"2017-09-27 01:58:30.290819",std_d2H,CoWSstd2,0.409623007351596
2483,"2017-09-27 01:58:30.290819",std_H2O,CoWSstd2,26.5508299434901
2483,"2017-09-27 01:58:30.290819",mean_H2O,CoWSstd2,19916.4969980948
2483,"2017-09-27 01:58:30.290819",cows_readytime,CoWSstd2,1200.0
2483,"2017-09-27 01:58:30.290819",mean_d18O,CoWSstd2,-40.0411888914355
2483,"2017-09-27 01:58:30.290819",mean_d2H,CoWSstd2,-200.868555850378
2484,"2017-09-27 02:22:21.448841",flushspeed,str#176,1.70050236723582
2484,"2017-09-27 02:22:21.448841",samplevol,str#176,65.5679702758789
2484,"2017-09-27 02:22:21.448841",sourceid,str#176,2.0
2484,"2017-09-27 02:22:21.448841",cows_switchtime,str#176,1020.0
2484,"2017-09-27 02:22:21.448841",std_d18O,str#176,0.198667085688597
2484,"2017-09-27 02:22:21.448841",std_d2H,str#176,0.343179335154529
2484,"2017-09-27 02:22:21.448841",std_H2O,str#176,28.0198292882438
2484,"2017-09-27 02:22:21.448841",mean_H2O,str#176,19773.0650822881
2484,"2017-09-27 02:22:21.448841",cows_readytime,str#176,1200.0
2484,"2017-09-27 02:22:21.448841",mean_d18O,str#176,-29.389133333051
2484,"2017-09-27 02:22:21.448841",mean_d2H,str#176,-120.662262666446
2485,"2017-09-27 02:45:05.933967",flushspeed,str#226,1.4291408727493
2485,"2017-09-27 02:45:05.933967",samplevol,str#226,65.3603286743164
2485,"2017-09-27 02:45:05.933967",sourceid,str#226,3.0
2486,"2017-09-27 03:04:52.483053",flushspeed,gw#195,1.46983973464777
2486,"2017-09-27 03:04:52.483053",samplevol,gw#195,72.8731842041016
2485,"2017-09-27 02:45:05.933967",cows_switchtime,str#226,1020.0
2485,"2017-09-27 02:45:05.933967",std_d18O,str#226,0.187431492616168
2485,"2017-09-27 02:45:05.933967",std_d2H,str#226,0.424109276285602
2485,"2017-09-27 02:45:05.933967",std_H2O,str#226,28.2152334602127
2485,"2017-09-27 02:45:05.933967",mean_H2O,str#226,19710.382295984
2485,"2017-09-27 02:45:05.933967",cows_readytime,str#226,1200.0
2485,"2017-09-27 02:45:05.933967",mean_d18O,str#226,-29.4033471115205
2485,"2017-09-27 02:45:05.933967",mean_d2H,str#226,-120.513143695297
2486,"2017-09-27 03:04:52.483053",sourceid,gw#195,4.0
2486,"2017-09-27 03:04:52.483053",cows_switchtime,gw#195,1020.0
2486,"2017-09-27 03:04:52.483053",std_d18O,gw#195,0.197172268377578
2486,"2017-09-27 03:04:52.483053",std_d2H,gw#195,0.427080198003862
2486,"2017-09-27 03:04:52.483053",std_H2O,gw#195,77.1707536215644
2486,"2017-09-27 03:04:52.483053",mean_H2O,gw#195,19886.8229422861
2486,"2017-09-27 03:04:52.483053",cows_readytime,gw#195,1200.0
2486,"2017-09-27 03:04:52.483053",mean_d18O,gw#195,-29.1223038815242
2486,"2017-09-27 03:04:52.483053",mean_d2H,gw#195,-118.453791200372
2488,"2017-09-27 03:24:20.594228",cows_switchtime,CoWSstd1,1020.0
2488,"2017-09-27 03:24:20.594228",std_d18O,CoWSstd1,0.194718001906996
2488,"2017-09-27 03:24:20.594228",std_d2H,CoWSstd1,0.41017528733471
2488,"2017-09-27 03:24:20.594228",std_H2O,CoWSstd1,61.4467588292834
2488,"2017-09-27 03:24:20.594228",mean_H2O,CoWSstd1,19852.2659764611
2488,"2017-09-27 03:24:20.594228",cows_readytime,CoWSstd1,1200.0
2488,"2017-09-27 03:24:20.594228",mean_d18O,CoWSstd1,-19.359372712397
2488,"2017-09-27 03:24:20.594228",mean_d2H,CoWSstd1,-73.1331397101224
2489,"2017-09-27 03:47:56.918011",flushspeed,str#176,2.04494228318218
2489,"2017-09-27 03:47:56.918011",samplevol,str#176,67.8798141479492
2489,"2017-09-27 03:47:56.918011",sourceid,str#176,2.0
2489,"2017-09-27 03:47:56.918011",cows_switchtime,str#176,1020.0
2489,"2017-09-27 03:47:56.918011",std_d18O,str#176,0.183541109535186
2489,"2017-09-27 03:47:56.918011",std_d2H,str#176,0.370288742338103
2489,"2017-09-27 03:47:56.918011",std_H2O,str#176,54.5703831262432
2489,"2017-09-27 03:47:56.918011",mean_H2O,str#176,19989.8885402494
2489,"2017-09-27 03:47:56.918011",cows_readytime,str#176,1200.0
2489,"2017-09-27 03:47:56.918011",mean_d18O,str#176,-29.3931987466148
2489,"2017-09-27 03:47:56.918011",mean_d2H,str#176,-119.503771710631
2490,"2017-09-27 04:09:41.406505",flushspeed,gw#233,1.6952499746883
2490,"2017-09-27 04:09:41.406505",samplevol,gw#233,64.2279357910156
2490,"2017-09-27 04:09:41.406505",sourceid,gw#233,8.0
2490,"2017-09-27 04:09:41.406505",cows_switchtime,gw#233,1020.0
2490,"2017-09-27 04:09:41.406505",std_d18O,gw#233,0.19756852492983
2490,"2017-09-27 04:09:41.406505",std_d2H,gw#233,0.369413857099869
2490,"2017-09-27 04:09:41.406505",std_H2O,gw#233,46.2451052853672
2490,"2017-09-27 04:09:41.406505",mean_H2O,gw#233,19763.2508677493
2490,"2017-09-27 04:09:41.406505",cows_readytime,gw#233,1200.0
2490,"2017-09-27 04:09:41.406505",mean_d18O,gw#233,-29.2268599480742
2490,"2017-09-27 04:09:41.406505",mean_d2H,gw#233,-119.092666241627
2492,"2017-09-27 04:35:15.381902",flushspeed,str#226,1.54449871469961
2492,"2017-09-27 04:35:15.381902",samplevol,str#226,70.0244827270508
2492,"2017-09-27 04:35:15.381902",sourceid,str#226,3.0
2492,"2017-09-27 04:35:15.381902",cows_switchtime,str#226,1020.0
2492,"2017-09-27 04:35:15.381902",std_d18O,str#226,0.191866217041693
2492,"2017-09-27 04:35:15.381902",std_d2H,str#226,0.408142951237648
2492,"2017-09-27 04:35:15.381902",std_H2O,str#226,38.539319501229
2492,"2017-09-27 04:35:15.381902",mean_H2O,str#226,19871.5807411383
2492,"2017-09-27 04:35:15.381902",cows_readytime,str#226,1200.0
